# Constructed from biom file
#OTU ID	RS101_S1	RS102_S13	RS103_S25	RS104_S37	RS105_S49	RS106_S61	RS107_S73	RS108_S85	RS109_S2	RS110_S14	RS111_S26	RS112_S38	RS113_S50	RS114_S62	RS115_S74	RS116_S86	RS117_S3	RS118_S15	RS119_S27	RS120_S39	RS121_S51	RS122_S63	RS123_S75	RS124_S87	RS125_S4	RS236_S146	RS237_S102	RS238_S109	RS239_S116	RS240_S123	RS241_S129	RS242_S135	RS243_S141	RS244_S147	RS245_S103	RS246_S110	RS247_S117	RS382_S39	RS383_S51	RS384_S63	RS385_S75	RS386_S87	RS387_S99	RS388_S111	RS389_S28	RS390_S40	RS391_S52	RS392_S64	RS393_S76	RS394_S88	RS395_S100	RS396_S112	RS397_S1	RS398_S2	RS399_S3	RS400_S4	RS401_S5	RS402_S6	RS403_S7	RS404_S8	RS405_S9	RS406_S10	RS407_S11	RS408_S12	RS409_S13	RS410_S14	RS411_S15	RS412_S16
bb67b6b4c031b5354f41f38b8ecbd99a	85.0	60.0	0.0	24.0	54.0	38.0	41.0	6.0	35.0	10.0	44.0	27.0	12.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	80.0	211.0	147.0	112.0	210.0	149.0	635.0	1039.0	662.0	8875.0	200.0	482.0	658.0	328.0	8968.0	0.0	0.0	54.0	36.0	39.0	4.0	18.0	69.0	0.0	62.0	127.0	14.0	0.0	12.0	37.0	24.0	29.0	0.0	0.0	0.0	0.0	0.0	214.0	213.0	353.0	255.0	16.0	0.0	25.0	13.0	0.0	0.0	0.0
2aff1e48f6dd4464adc45463e28ba722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	1371.0	2329.0	1457.0	2417.0	1150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4568.0	2925.0	2304.0	2519.0	3028.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79b45eedc91320476f27faa1810de6ad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788.0	1648.0	1410.0	1467.0	1106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2310.0	7404.0	1428.0	3063.0	2466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e4ea2339d17fbf374ddcea73b768dc48	204.0	149.0	0.0	170.0	53.0	186.0	1179.0	94.0	276.0	0.0	52.0	91.0	111.0	0.0	132.0	79.0	171.0	72.0	269.0	64.0	551.0	1216.0	757.0	1700.0	962.0	0.0	137.0	632.0	106.0	63.0	0.0	104.0	448.0	72.0	67.0	0.0	32.0	36.0	49.0	125.0	47.0	124.0	415.0	178.0	144.0	434.0	96.0	78.0	202.0	204.0	1274.0	201.0	260.0	598.0	306.0	240.0	794.0	1624.0	2324.0	2429.0	445.0	52.0	0.0	220.0	157.0	0.0	0.0	23.0
096c27db9ecbfcfd638d447da6f0605a	0.0	0.0	0.0	20.0	30.0	46.0	61.0	39.0	29.0	0.0	5.0	96.0	25.0	0.0	86.0	0.0	0.0	0.0	48.0	0.0	997.0	2231.0	920.0	4594.0	1504.0	0.0	0.0	41.0	0.0	29.0	0.0	69.0	15.0	0.0	28.0	0.0	60.0	50.0	51.0	37.0	0.0	0.0	39.0	0.0	54.0	55.0	0.0	0.0	0.0	0.0	0.0	35.0	51.0	38.0	35.0	0.0	153.0	3607.0	4416.0	2896.0	654.0	64.0	0.0	29.0	36.0	0.0	0.0	0.0
f9699d1b8eaf643cbb1c50ddeaa19ae0	0.0	297.0	0.0	125.0	470.0	149.0	251.0	0.0	107.0	0.0	107.0	288.0	44.0	0.0	122.0	303.0	176.0	77.0	152.0	152.0	375.0	1429.0	1527.0	461.0	1304.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	120.0	84.0	108.0	161.0	1174.0	631.0	123.0	218.0	57.0	68.0	209.0	404.0	226.0	688.0	109.0	94.0	161.0	142.0	137.0	1981.0	1652.0	4596.0	1258.0	77.0	0.0	187.0	0.0	0.0	0.0	15.0
b8e412fddb124a840dc886233adb7289	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17077.0	0.0
35c6b9b0d794019538ef1b27047f28c8	0.0	36.0	0.0	0.0	40.0	20.0	87.0	0.0	51.0	54.0	10643.0	144.0	3274.0	2448.0	390.0	43.0	9.0	0.0	7.0	0.0	55.0	15.0	49.0	0.0	258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	48.0	91.0	0.0	118.0	214.0	92.0	67.0	426.0	274.0	202.0	626.0	13.0	32.0	441.0	13.0	0.0	0.0	184.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	1767.0	0.0	0.0
ecab2d52e54b761688c10679630e817b	0.0	44.0	0.0	26.0	55.0	0.0	13.0	5.0	11.0	0.0	58.0	50.0	177.0	7.0	80.0	164.0	210.0	136.0	231.0	186.0	816.0	1571.0	1362.0	1907.0	3691.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	27.0	0.0	19.0	17.0	16.0	9.0	17.0	0.0	39.0	165.0	429.0	199.0	349.0	176.0	795.0	165.0	315.0	501.0	1713.0	2190.0	2384.0	1073.0	112.0	0.0	31.0	13.0	0.0	0.0	8.0
09a0e1e07fd7747e33cdfd76e592f3e6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	18.0	13.0	9.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4639.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	17.0	6.0	9.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16308.0	0.0
913c2544bf1019abcf31d51cac6e9edb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4790.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15609.0	0.0
eced91d3cf744e9c6cd6b637668fa1f3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1337.0	1247.0	1166.0	1509.0	866.0	0.0	196.0	160.0	99.0	158.0	0.0	0.0	0.0	2110.0	0.0	0.0	0.0	0.0	1008.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1796.0	1809.0	2713.0	1364.0	1945.0	176.0	257.0	268.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0916e9f6c862918ded97bd17550c933d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	38.0	12200.0	0.0	30.0	41.0	33.0	6740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e21274b920360d26366ca565bbc4671d	49.0	134.0	0.0	55.0	142.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	180.0	123.0	82.0	76.0	554.0	1738.0	1222.0	1283.0	2378.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	33.0	18.0	42.0	22.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	9.0	0.0	0.0	171.0	276.0	100.0	184.0	247.0	1273.0	1864.0	2148.0	1060.0	133.0	0.0	98.0	0.0	0.0	0.0	6.0
4197eb1887db5d9f0b158232b3262b5d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6994.0	1801.0	0.0	0.0	0.0	5652.0	1209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c54217dccc64bcf5d9af31aa1f995b52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	963.0	3804.0	567.0	617.0	2445.0	1201.0	3107.0	371.0	349.0	2225.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7775c71e963fc401871cc27234784063	4.0	374.0	4.0	6.0	3950.0	9.0	1085.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2619.0	135.0	23.0	37.0	15.0	674.0	649.0	145.0	1260.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	50.0	3.0	116.0	19.0	0.0	0.0	22.0	0.0	116.0	240.0	32.0	9.0	60.0	225.0	482.0	171.0	448.0	34.0	275.0	1520.0	228.0	387.0	13.0	8.0	32.0	0.0	0.0	0.0	8.0
a35f7a4dff05b889b228f672796b9369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1328.0	1179.0	967.0	1139.0	1026.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2034.0	2149.0	2282.0	1288.0	1388.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825185845cdecf1b52c5f4395c1b1e29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1046.0	926.0	914.0	1248.0	858.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	338.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1755.0	2344.0	1961.0	1496.0	1854.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16caa2140a3f458522e28666baab5255	1174.0	0.0	0.0	0.0	241.0	414.0	0.0	0.0	0.0	0.0	420.0	0.0	230.0	1368.0	0.0	0.0	0.0	0.0	28.0	0.0	243.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	105.0	253.0	585.0	1318.0	8.0	0.0	0.0	394.0	608.0	879.0	14.0	0.0	761.0	0.0	0.0	0.0	77.0	211.0	0.0	85.0	0.0	0.0	0.0	368.0	1080.0	1416.0	785.0	1029.0	568.0	0.0	0.0
e937fba534d492122cc4aeb806ab0b4e	49.0	2872.0	0.0	0.0	650.0	0.0	0.0	0.0	0.0	0.0	339.0	93.0	11.0	50.0	508.0	0.0	145.0	254.0	0.0	46.0	83.0	340.0	277.0	0.0	2023.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	7.0	0.0	0.0	19.0	117.0	0.0	0.0	305.0	43.0	0.0	214.0	0.0	350.0	2809.0	1396.0	55.0	729.0	305.0	0.0	0.0	0.0	55.0	0.0	0.0
